gene,1,2,3,4,5,6,7,8
P0A345,0.621395574,0.302722619,-0.397328357,1.302564359,1.347289552,-0.504192689,-1.219422088,-1.45302897
P48859,0.445086934,0.409512114,0.67910571,1.516310998,0.220259306,-0.175664242,-1.491926317,-1.602684503
Q9L0T9,0.885598394,0.42624649,1.186329316,0.980462283,0.177065467,-0.976988863,-1.553523021,-1.125190065
Q9F2Q3,-1.287971307,-0.120004282,0.139966244,-1.11032135,-0.674460695,0.11356441,1.090797499,1.848429481
P66337,2.334470754,0.223386777,-0.079073444,-0.219457693,0.303295537,-0.535112186,-0.935654815,-1.091854931
Q9K4H3,0.492524794,0.56003824,0.798486398,1.001489763,0.788046461,-0.500093459,-1.58971291,-1.550779287
O86773,1.454541377,0.900465216,0.6827502,0.437064223,-0.059567048,-0.603009002,-1.188441707,-1.623803259
O86713,-1.953137997,-0.512857172,-0.369034572,0.062376107,-0.330529727,0.505501337,1.15154074,1.446141285
Q9X8U2,1.778827442,0.27833102,0.795933226,0.796294161,-0.887201829,-0.793933161,-1.245131187,-0.723119673
Q9L1I1,0.616379252,1.460156877,0.10253091,1.229394331,-0.118053683,-1.564800817,-0.777077996,-0.948528874
Q9Z548,1.238285328,0.774160585,0.915281644,0.401390615,0.290421796,-0.708789475,-1.606220145,-1.304530348
Q9KY55,-0.279009141,0.562906301,1.063024302,1.44326963,0.311938356,-0.308664499,-1.010766166,-1.782698783
P40174,1.677711703,0.957081021,0.219433678,0.101863005,0.184020058,-0.301957676,-1.58960088,-1.248550909
O31212,0.700920158,1.036293021,0.936740534,0.727832904,-0.420020072,-0.052909668,-0.935624817,-1.993232061
Q9K4E5,2.081697298,0.446375654,0.20780022,0.476955383,-0.892710481,-1.093982491,-1.088032969,-0.138102615
Q9X8T5,1.16911251,1.442048671,0.759371859,0.257840009,-0.358196127,-0.869867758,-0.931056033,-1.46925313
O86655,-2.263622625,0.726514382,-0.427655872,1.175360108,0.713112508,0.417435449,-0.024186979,-0.316956971
P48950,1.211512379,1.275492729,0.673389186,0.53950733,-0.626003584,-0.453371724,-1.055479514,-1.565046801
Q9KXU7,0.769774199,0.649146222,0.458595157,1.246297341,0.557592667,-0.717381398,-1.527973709,-1.436050479
Q9L1E1,-1.976211946,1.694997737,0.270660097,0.43912184,0.199245548,0.359637881,-0.880323592,-0.107127565
Q9L0K4,-1.805786916,-1.613571863,0.22526389,0.4689424,0.734009962,0.718290427,0.642776947,0.630075153
Q9L0D2,-0.583805632,-1.611018433,-1.492976798,0.511298599,0.607668465,0.803933182,0.896197996,0.86870262
